seed	team	name	kind	position	wins1	losses1	wins2	losses2	wins3	losses3	wins4	losses4	wins5	losses5	wins6	losses6	dualWins	dualLosses	overallWins	overallLosses	r2Id	r2Id2
R2	OKST 	Mathieu Scaglia                     	S	 4	  	  	  	  	2 	0	4 	5	3 	2 	  	  	 9	 7	 9	 8	449242	      
R2	OKST 	Etienne Donnet                      	S	 5	  	  	  	  	  	 	1 	0	3 	4 	4 	5 	 8	 9	 9	14	520763	      
R2	OKST 	Matisse Bobichon                    	S	 6	  	  	  	  	  	 	  	 	  	  	4 	4 	 4	 4	 4	 4	564712	      
R2	OKST 	Luke Hammond                        	S	 7	  	  	  	  	  	 	  	 	  	  	  	  	 0	 0	 0	 0	413300	      
R2	OKST 	Max Tybar                           	S	 8	  	  	  	  	  	 	  	 	1 	0 	  	  	 1	 0	 1	 0	459164	      
R2	OKST 	Hudd/Vocel                          	D	 1	 6	 4	  	  	  	 	  	 	  	  	  	  	 6	 4	 6	 4	487451	487509
R2	OKST 	Korsgaard/Hammond                   	D	 2	  	  	  	  	  	 	  	 	  	  	  	  	 0	 0	 0	 0	564471	413300
R2	OKST 	Donnet/Bobichon                     	D	 3	  	  	  	  	  	 	  	 	  	  	  	  	 0	 0	 0	 0	520763	564712
R2	OKST 	Tybar/Scaglia                       	D	 4	  	  	  	  	  	 	  	 	  	  	  	  	 0	 0	 0	 0	459164	449242
R2	OSU  	John McNally                        	S	 1	10	 2	6 	2 	  	 	  	 	  	  	  	  	16	 4	21	 4	432019	      
R2	OSU  	Cannon Kingsley                     	S	 2	 9	 0	12	0 	  	 	  	 	  	  	  	  	21	 0	27	 0	511704	      
R2	OSU  	James Trotter                       	S	 3	  	  	  	  	13	1	  	 	  	  	  	  	13	 1	13	 1	485329	      
R2	OSU  	Justin Boulais                      	S	 4	  	  	  	  	  	 	5 	1	2 	0 	  	  	 7	 1	 7	 1	511705	      
R2	OSU  	Kyle Seelig                         	S	 5	  	  	  	  	4 	1	8 	3	3 	0 	  	  	15	 4	18	 8	450412	      
R2	OSU  	JJ Tracy                            	S	 6	  	  	  	  	  	 	1 	0	14	1 	6 	0 	21	 1	24	 3	564703	      
R2	OSU  	Robert Cash                         	S	 7	  	  	  	  	  	 	  	 	1 	0 	9 	4 	10	 4	16	 4	511706	      
R2	OSU  	Tim Seibert                         	S	 8	  	  	  	  	  	 	  	 	1 	0 	1 	0 	 2	 0	 2	 0	450476	      
R2	OSU  	JJ Mercer                           	S	 9	  	  	  	  	  	 	  	 	  	  	  	  	 0	 0	 4	 3	511707	      
R2	OSU  	Lancelot Carnello                   	S	10	  	  	  	  	  	 	  	 	  	  	  	  	 0	 0	 0	 1	564807	      
R2	OSU  	Andrew Lutschaunig                  	S	11	  	  	  	  	  	 	  	 	  	  	  	  	 0	 0	 0	 0	      	      
R2	OSU  	Jacob Wareti                        	S	12	  	  	  	  	  	 	  	 	  	  	  	  	 0	 0	 1	 4	462064	      
R2	OSU  	Trotter/Boulais                     	D	 1	 3	 2	4 	1 	  	 	  	 	  	  	  	  	 7	 3	 7	 3	485329	511705
R2	OSU  	McNally/Cash                        	D	 2	 7	 3	6 	1 	  	 	  	 	  	  	  	  	13	 4	14	 5	432019	511706
R2	OSU  	Kingsley/Seelig                     	D	 3	  	  	1 	3 	1 	2	  	 	  	  	  	  	 2	 5	 5	 6	511704	450412
R2	OSU  	Tracy/Mercer                        	D	 4	  	  	  	  	1 	0	  	 	  	  	  	  	 1	 0	 2	 1	564703	511707
R2	PEPP 	Adrian Oetzbach                     	S	 1	 7	 7	0 	1 	  	 	  	 	  	  	  	  	 7	 8	 8	 9	488802	      
R2	PEPP 	Guy Den Ouden                       	S	 2	  	  	10	4 	5 	1	  	 	  	  	  	  	15	 5	15	 5	563775	      
R2	PEPP 	Daniel De Jonge                     	S	 3	  	  	5 	0 	5 	4	  	 	  	  	  	  	10	 4	11	 5	523004	      
R2	PEPP 	Tim Zeitvogel                       	S	 4	  	  	  	  	  	 	4 	0	3 	0 	  	  	 7	 0	 7	 0	497648	      
R2	PEPP 	Corrado Summaria                    	S	 5	  	  	  	  	1 	2	1 	3	3 	0 	3 	0 	 8	 5	 8	 6	501835	      
R2	PEPP 	Pietro Fellin                       	S	 6	  	  	  	  	  	 	  	 	0 	3 	8 	0 	 8	 3	 8	 5	521203	      
R2	PEPP 	Robert Shelton                      	S	 7	  	  	  	  	  	 	2 	3	4 	1 	1 	0 	 7	 4	 8	 5	515020	      
R2	PEPP 	Pawel Jankowiak                     	S	 8	  	  	  	  	  	 	  	 	  	  	2 	2 	 2	 2	 2	 4	488801	      
R2	PEPP 	Tom Grosjean                        	S	 9	  	  	  	  	  	 	  	 	  	  	  	  	 0	 0	 0	 2	563774	      
R2	PEPP 	Oetzbach/Ouden                      	D	 1	10	 4	  	  	  	 	  	 	  	  	  	  	10	 4	10	 4	488802	563775
R2	PEPP 	Summaria/Zeitvogel                  	D	 2	  	  	5 	2 	  	 	  	 	  	  	  	  	 5	 2	 5	 2	501835	497648
R2	PEPP 	De Jonge/Fellin                     	D	 3	  	  	  	  	3 	3	  	 	  	  	  	  	 3	 3	 3	 3	523004	521203
R2	PEPP 	Jankowiak/Shelton                   	D	 4	  	  	  	  	  	 	  	 	  	  	  	  	 0	 0	 0	 0	488801	515020
R2	STAN 	Axel Geller                         	S	 1	 5	 6	1 	0 	  	 	  	 	  	  	  	  	 6	 6	 6	 6	409496	      
R2	STAN 	Arthur Fery                         	S	 2	 1	 0	6 	2 	2 	1	2 	0	  	  	  	  	11	 3	11	 3	564316	      
R2	STAN 	Tristan Boyer                       	S	 3	 0	 1	1 	0 	1 	1	6 	3	  	  	  	  	 8	 5	 8	 5	564317	      
R2	STAN 	Alex Rotsaert                       	S	 4	 1	 0	0 	3 	3 	3	  	 	  	  	  	  	 4	 6	 4	 6	568937	      
R2	STAN 	Timothy Sah                         	S	 5	  	  	  	  	2 	0	0 	1	6 	3 	  	  	 8	 4	 8	 4	448080	      
R2	STAN 	William Genesen                     	S	 6	  	  	  	  	  	 	1 	0	1 	1 	3 	2 	 5	 3	 5	 3	409523	      
R2	STAN 	Neel Rajesh                         	S	 7	  	  	  	  	  	 	1 	0	0 	1 	4 	1 	 5	 2	 5	 2	512404	      
R2	STAN 	Aryan Chaudhary                     	S	 8	  	  	  	  	  	 	  	 	1 	0 	0 	1 	 1	 1	 1	 1	568936	      
R2	STAN 	Filip Kolasinski                    	S	 9	  	  	  	  	  	 	  	 	  	  	1 	0 	 1	 0	 1	 0	512403	      
R2	STAN 	Alex Lee                            	S	10	  	  	  	  	  	 	  	 	1 	0 	0 	1 	 1	 1	 1	 1	568937	      
R2	STAN 	Tomas Kopczynski                    	S	11	  	  	  	  	  	 	  	 	  	  	  	  	 0	 0	 0	 0	      	      
R2	STAN 	Kento Perera                        	S	12	  	  	  	  	  	 	  	 	  	  	  	  	 0	 0	 0	 0	      	      
R2	STAN 	Geller/Kopczynski                   	D	 1	 2	 0	1 	0 	  	 	  	 	  	  	  	  	 3	 0	 3	 0	409496	      
R2	STAN 	Boyer/Sah                           	D	 2	 0	 1	3 	2 	  	 	  	 	  	  	  	  	 3	 3	 3	 3	564317	448080
R2	STAN 	Fery/Rotsaert                       	D	 3	  	  	2 	1 	7 	0	  	 	  	  	  	  	 9	 1	 9	 1	564316	488298
R2	STAN 	Rajesh/Chaudhary                    	D	 4	  	  	  	  	  	 	  	 	  	  	  	  	 0	 0	 0	 0	512404	568936
R2	TTU  	Parker Wynn                         	S	 1	 5	 9	  	  	  	 	  	 	  	  	  	  	 5	 9	 9	13	485875	      
R2	TTU  	Ilgiz Valiev                        	S	 2	 1	 1	10	6 	  	 	  	 	  	  	  	  	11	 7	14	13	459644	      
R2	TTU  	Franco Ribero                       	S	 3	  	  	  	  	7 	4	1 	1	  	  	  	  	 8	 5	11	11	497381	      
R2	TTU  	Reed Collier                        	S	 4	  	  	1 	0 	0 	2	6 	5	  	  	  	  	 7	 7	14	 8	509737	      
R2	TTU  	Dimitrios Azoidis                   	S	 5	  	  	  	  	  	 	2 	1	8 	3 	2 	0 	12	 4	15	10	561078	      
R2	TTU  	Isaac Arevalo                       	S	 6	  	  	  	  	  	 	1 	0	2 	1 	5 	4 	 8	 5	14	 7	520546	      
R2	TTU  	Fran Vittar                         	S	 7	  	  	  	  	  	 	  	 	  	  	2 	1 	 2	 1	 3	 5	509800	      
R2	TTU  	Justin Bloss                        	S	 8	  	  	  	  	  	 	  	 	  	  	  	  	 0	 0	 0	 6	390956	      
R2	TTU  	Wynn/Ribero                         	D	 1	 7	 7	  	  	  	 	  	 	  	  	  	  	 7	 7	 7	 7	485875	497381
R2	TTU  	Arevalo/Collier                     	D	 2	  	  	6 	5 	  	 	  	 	  	  	  	  	 6	 5	 6	 5	520546	509737
R2	TTU  	Valiev/Azoides                      	D	 3	  	  	3 	1 	8 	2	  	 	  	  	  	  	11	 3	12	 4	459644	561078
R2	TTU  	Vittar/Bloss                        	D	 4	  	  	  	  	  	 	  	 	  	  	  	  	 0	 0	 0	 0	509800	390956
R2	TULN 	Hamish Stewart                      	S	 1	12	 7	  	  	  	 	  	 	  	  	  	  	12	 7	12	 7	454831	      
R2	TULN 	Ewan Moore                          	S	 2	 1	 0	9 	7 	  	 	  	 	  	  	  	  	10	 7	10	 7	434419	      
R2	TULN 	Luis Erlenbusch                     	S	 3	  	  	1 	0 	13	5	  	 	  	  	  	  	14	 5	14	 5	405135	      
R2	TULN 	Billy Suarez                        	S	 4	  	  	  	  	1 	0	8 	5	0 	1 	  	  	 9	 6	 9	 6	527618	      
R2	TULN 	Rafael de Alba                      	S	 5	  	  	  	  	  	 	0 	1	3 	2 	9 	1 	12	 4	12	 4	527615	      
R2	TULN 	Akos Kotorman                       	S	 6	  	  	  	  	  	 	1 	0	0 	1 	1 	2 	 2	 3	 2	 3	485685	      
R2	TULN 	Fynn Kuenkler                       	S	 7	  	  	1 	0 	  	 	0 	1	3 	5 	1 	2 	 5	 8	 5	 8	527616	      
R2	TULN 	Benji Jacobson                      	S	 8	  	  	  	  	  	 	  	 	  	  	  	  	 0	 0	 0	 0	      	      
R2	TULN 	Charlie Barry                       	S	 9	  	  	  	  	0 	1	  	 	  	  	  	  	 0	 1	 0	 1	520554	      
R2	TULN 	Stewart/Moore                       	D	 1	12	 6	  	  	  	 	  	 	  	  	  	  	12	 6	12	 6	454831	434419
R2	TULN 	Kotorman/Suarez                     	D	 2	  	  	12	6 	  	 	  	 	  	  	  	  	12	 6	12	 6	485685	527618
R2	TULN 	Erlenbusch/Kuenkler                 	D	 3	  	  	  	  	10	4	  	 	  	  	  	  	10	 4	10	 4	405135	527616
R2	TULN 	Jacobson/Barry                      	D	 4	  	  	  	  	  	 	  	 	  	  	  	  	 0	 0	 0	 0	      	520554
R2	UCLA 	Govind Nanda                        	S	 1	 2	 2	6 	1 	  	 	  	 	  	  	  	  	 8	 3	 8	 3	498066	      
R2	UCLA 	Drew Baird                          	S	 2	  	  	5 	2 	4 	4	  	 	  	  	  	  	 9	 6	 9	 7	510687	      
R2	UCLA 	Ben Goldberg                        	S	 3	  	  	0 	1 	5 	2	3 	5	  	  	  	  	 8	 8	 9	 8	410457	      
R2	UCLA 	Sam Feit                            	S	 4	  	  	  	  	1 	2	6 	1	4 	2 	  	  	11	 5	11	 6	564425	      
R2	UCLA 	Roscoe Bellamy                      	S	 5	  	  	  	  	  	 	1 	0	2 	1 	5 	1 	 8	 2	 8	 2	489256	      
R2	UCLA 	Mathew Tsolakyan                    	S	 6	  	  	  	  	  	 	  	 	6 	1 	4 	2 	10	 3	11	 3	489259	      
R2	UCLA 	Patrick Zahraj                      	S	 7	  	  	  	  	  	 	  	 	  	  	1 	2 	 1	 2	 1	 2	498067	      
R2	UCLA 	Stefan Leustian                     	S	 8	  	  	  	  	  	 	  	 	  	  	1 	0 	 1	 0	 2	 0	564426	      
R2	UCLA 	Eric Hahn                           	S	 9	  	  	  	  	  	 	  	 	  	  	0 	1 	 0	 1	 0	 1	489257	      
R2	UCLA 	Connor Hance                        	S	10	  	  	  	  	  	 	  	 	  	  	  	  	 0	 0	 0	 1	413355	      
R2	UCLA 	Bryce Pereira                       	S	11	  	  	  	  	  	 	  	 	  	  	  	  	 0	 0	 0	 0	      	      
R2	UCLA 	Max Wild                            	S	12	  	  	  	  	  	 	  	 	  	  	  	  	 0	 0	 0	 0	      	      
R2	UCLA 	Connor Rapp                         	S	13	  	  	  	  	  	 	  	 	  	  	  	  	 0	 0	 0	 0	413355	      
R2	UCLA 	Nanda/Baird                         	D	 1	 2	 2	2 	3 	  	 	  	 	  	  	  	  	 4	 5	 4	 5	498066	510687
R2	UCLA 	Pereira/Zahraj                      	D	 2	  	  	2 	2 	  	 	  	 	  	  	  	  	 2	 2	 2	 2	      	498067
R2	UCLA 	Tsolakyan/Bellamy                   	D	 3	  	  	  	  	5 	3	  	 	  	  	  	  	 5	 3	 5	 3	489259	489256
R2	UCLA 	Goldberg/Feit                       	D	 4	  	  	  	  	  	 	  	 	  	  	  	  	 0	 0	 0	 0	410457	564425
R2	USF  	Jakub Wojcik                        	S	 1	 4	 1	13	5 	  	 	  	 	  	  	  	  	17	 6	17	 6	464470	      
R2	USF  	Chase Ferguson                      	S	 2	 8	 9	5 	0 	  	 	  	 	  	  	  	  	13	 9	13	 9	485713	      
R2	USF  	Ivan Yatsuk                         	S	 3	 0	 1	1 	0 	12	6	2 	0	  	  	  	  	15	 7	15	 7	485717	      
R2	USF  	Antonio Muniz-Hidalgo               	S	 4	  	  	  	  	1 	1	1 	1	1 	0 	2 	2 	 5	 4	 5	 4	512187	      
R2	USF  	Pierre Luquet                       	S	 5	  	  	  	  	2 	3	6 	5	0 	2 	  	  	 8	10	 8	10	428315	      
R2	USF  	Sergio Gomez-Montesa                	S	 6	  	  	  	  	  	 	3 	3	8 	6 	2 	1 	13	10	13	10	485714	      
R2	USF  	Manuel Goncalves                    	S	 7	  	  	  	  	  	 	  	 	  	  	2 	2 	 2	 2	 2	 2	565166	      
R2	USF  	Alvin Tudorica                      	S	 8	  	  	  	  	  	 	  	 	1 	1 	5 	3 	 6	 4	 6	 4	564806	      
R2	USF  	Rithvik Bollipalli                  	S	 9	  	  	  	  	  	 	0 	1	1 	1 	1 	3 	 2	 5	 2	 5	512186	      
R2	USF  	Bollipalli/Wojcik                   	D	 1	 9	 7	  	  	  	 	  	 	  	  	  	  	 9	 7	 9	 7	512186	464470
R2	USF  	Ferguson/Yatsuk                     	D	 2	 1	 1	1 	0 	  	 	  	 	  	  	  	  	 2	 1	 2	 1	485713	485717
R2	USF  	Goncalves/Tudorica                  	D	 3	  	  	  	  	  	 	  	 	  	  	  	  	 0	 0	 0	 0	565166	564806
R2	USF  	Montesa/Muniz                       	D	 4	  	  	  	  	0 	2	  	 	  	  	  	  	 0	 2	 0	 2	485714	512187
R3	DEN  	James Davis                         	S	 1	 4	 1	6 	0 	4 	1	  	 	  	  	  	  	14	 2	14	 2	486502	      
R3	DEN  	Mattia Ros                          	S	 2	 2	 7	4 	1 	2 	0	  	 	  	  	  	  	 8	 8	 8	 8	446861	      
R3	DEN  	Matt Summers                        	S	 3	 0	 3	1 	2 	9 	1	  	 	  	  	  	  	10	 6	10	 6	455733	      
R3	DEN  	Peter Sallay                        	S	 4	  	  	  	  	  	 	12	4	  	  	  	  	12	 4	12	 4	563534	      
R3	DEN  	Nicolas Herrero Cuesta              	S	 5	  	  	  	  	  	 	  	 	10	1 	4 	0 	14	 1	14	 1	563532	      
R3	DEN  	Ignacio Rivero Crespo               	S	 6	  	  	  	  	  	 	1 	0	  	  	8 	1 	 9	 1	 9	 1	511784	      
R3	DEN  	Daniel Krulig                       	S	 7	  	  	  	  	  	 	  	 	3 	2 	3 	0 	 6	 2	 6	 2	486489	      
R3	DEN  	Charlie Miller                      	S	 8	  	  	  	  	  	 	  	 	  	  	1 	0 	 1	 0	 1	 0	563533	      
R3	DEN  	John Zakowski                       	S	 9	  	  	  	  	  	 	  	 	  	  	  	  	 0	 0	 0	 0	      	      
R3	DEN  	Summers/Davis                       	D	 1	14	 5	  	  	  	 	  	 	  	  	  	  	14	 5	14	 5	455733	486502
R3	DEN  	Ros/Sallay                          	D	 2	  	  	7 	6 	  	 	  	 	  	  	  	  	 7	 6	 7	 6	446861	563534
R3	DEN  	Cuesta/Crespo                       	D	 3	  	  	  	  	10	4	  	 	  	  	  	  	10	 4	10	 4	563532	511784
R3	DEN  	Krulig/Miller                       	D	 4	  	  	  	  	  	 	  	 	  	  	  	  	 0	 0	 0	 0	486489	563533
R3	DUKE 	Garrett Johns                       	S	 1	 8	 8	  	  	  	 	  	 	  	  	  	  	 8	 8	 9	 9	514429	      
R3	DUKE 	Sean Sculley                        	S	 2	  	  	2 	3 	3 	1	  	 	  	  	  	  	 5	 4	 6	 4	450276	      
R3	DUKE 	Andrew Zhang                        	S	 3	  	  	  	  	5 	1	5 	4	  	  	  	  	10	 5	12	 5	514432	      
R3	DUKE 	Edu Guell                           	S	 4	 1	 0	4 	6 	2 	3	0 	1	  	  	  	  	 7	10	 8	11	497384	      
R3	DUKE 	Luca Keist                          	S	 5	  	  	1 	0 	0 	1	3 	0	3 	2 	  	  	 7	 3	 8	 3	520675	      
R3	DUKE 	Andrew Dale                         	S	 6	  	  	  	  	  	 	1 	1	7 	1 	0 	2 	 8	 4	10	 4	564416	      
R3	DUKE 	Faris Khan                          	S	 7	  	  	  	  	  	 	1 	1	1 	2 	5 	1 	 7	 4	 9	 4	564418	      
R3	DUKE 	Michael Heller                      	S	 8	  	  	  	  	  	 	  	 	  	  	5 	5 	 5	 5	 7	 5	514428	      
R3	DUKE 	Sculley/Johns                       	D	 1	 8	 7	  	  	  	 	  	 	  	  	  	  	 8	 7	 9	 8	450276	514429
R3	DUKE 	Heller/Zhang                        	D	 2	 0	 1	4 	1 	1 	0	  	 	  	  	  	  	 5	 2	 5	 2	514428	514432
R3	DUKE 	Keist/Dale                          	D	 3	  	  	  	  	1 	1	  	 	  	  	  	  	 1	 1	 1	 1	520675	564416
R3	DUKE 	Guell/Khan                          	D	 4	  	  	  	  	  	 	  	 	  	  	  	  	 0	 0	 0	 0	497384	564418
R3	FGCU 	Magnus Johnson                      	S	 1	 9	 3	  	  	  	 	  	 	  	  	  	  	 9	 3	 9	 3	566473	      
R3	FGCU 	Juan Montes                         	S	 2	  	  	7 	4 	  	 	  	 	  	  	  	  	 7	 4	 7	 4	434281	      
R3	FGCU 	Randy Wilson                        	S	 3	  	  	0 	1 	5 	5	1 	1	  	  	  	  	 6	 7	 6	 7	566476	      
R3	FGCU 	Felipe Ramirez                      	S	 4	  	  	0 	2 	1 	1	1 	1	  	  	  	  	 2	 4	 2	 4	443947	      
R3	FGCU 	Guglielmo Stefanacci                	S	 5	  	  	  	  	  	 	1 	2	3 	3 	4 	0 	 8	 5	 8	 5	513864	      
R3	FGCU 	Alessandro Conca                    	S	 6	  	  	  	  	0 	1	3 	4	0 	2 	0 	2 	 3	 9	 3	 9	566471	      
R3	FGCU 	Max Damm                            	S	 7	  	  	  	  	  	 	  	 	0 	1 	0 	2 	 0	 3	 0	 3	566472	      
R3	FGCU 	Feliksas Sakalauskas                	S	 8	  	  	  	  	  	 	  	 	0 	2 	1 	1 	 1	 3	 1	 3	486209	      
R3	FGCU 	Pedro Maciel                        	S	 9	  	  	  	  	  	 	  	 	  	  	1 	2 	 1	 2	 1	 2	501601	      
R3	FGCU 	Carter Bradford                     	S	10	  	  	  	  	  	 	  	 	  	  	  	  	 0	 0	 0	 0	      	      
R3	FGCU 	Johnson/Damm                        	D	 1	 4	 3	1 	0 	2 	1	  	 	  	  	  	  	 7	 4	 7	 4	566473	566472
R3	FGCU 	Ramirez/Montes                      	D	 2	  	  	2 	1 	  	 	  	 	  	  	  	  	 2	 1	 2	 1	443947	434281
R3	FGCU 	Wilson/Sakalauskas                  	D	 3	  	  	  	  	  	 	  	 	  	  	  	  	 0	 0	 0	 0	566476	486209
R3	FGCU 	Stefanacci/Bradford                 	D	 4	  	  	  	  	  	 	  	 	  	  	  	  	 0	 0	 0	 0	513864	      
R3	LSU  	Ronald Hohmann                      	S	 1	10	 9	  	  	  	 	  	 	  	  	  	  	10	 9	13	12	520221	      
R3	LSU  	Rafael Wagner                       	S	 2	 2	 0	5 	9 	  	 	  	 	  	  	  	  	 7	 9	11	13	461532	      
R3	LSU  	Joao Graca                          	S	 3	  	  	0 	1 	0 	4	1 	4	4 	1 	  	  	 5	10	 5	10	528067	      
R3	LSU  	Boris Kozlov                        	S	 4	  	  	  	  	2 	0	5 	4	3 	2 	  	  	10	 6	13	11	488582	      
R3	LSU  	Benjamin Ambrosio                   	S	 5	  	  	  	  	  	 	2 	1	1 	3 	6 	2 	 9	 6	 9	 6	565701	      
R3	LSU  	Ben Koch                            	S	 6	  	  	  	  	  	 	  	 	2 	1 	2 	1 	 4	 2	 8	 6	528068	      
R3	LSU  	Nick Watson                         	S	 7	  	  	  	  	  	 	  	 	1 	0 	0 	1 	 1	 1	 3	 5	488581	      
R3	LSU  	Tomas Descarrega                    	S	 8	  	  	  	  	  	 	1 	0	1 	0 	1 	3 	 3	 3	 5	 7	511017	      
R3	LSU  	Joey Thomas                         	S	 9	  	  	  	  	  	 	1 	0	  	  	2 	2 	 3	 2	 3	 2	489469	      
R3	LSU  	Wagner/Hohmann                      	D	 1	10	 9	  	  	  	 	  	 	  	  	  	  	10	 9	18	11	461532	520221
R3	LSU  	Thomas/Graca                        	D	 2	 1	 0	6 	10	  	 	  	 	  	  	  	  	 7	10	 7	10	489469	528067
R3	LSU  	Watson/Kozlov                       	D	 3	  	  	1 	0 	10	5	  	 	  	  	  	  	11	 5	13	10	488581	488582
R3	LSU  	Descarrega/Koch                     	D	 4	  	  	  	  	  	 	  	 	  	  	  	  	 0	 0	 0	 0	511017	528068
R3	MEM  	James Story                         	S	 1	 8	 6	  	  	  	 	  	 	  	  	  	  	 8	 6	 8	 6	512927	      
R3	MEM  	David Stevenson                     	S	 2	  	  	2 	5 	6 	3	  	 	  	  	  	  	 8	 8	 8	 8	488571	      
R3	MEM  	Oscar Cutting                       	S	 3	  	  	2 	4 	2 	4	4 	1	  	  	  	  	 8	 9	 8	 9	489076	      
R3	MEM  	Jan Pallares                        	S	 4	  	  	1 	3 	1 	1	4 	4	  	  	  	  	 6	 8	 6	 8	439402	      
R3	MEM  	Jeremy Taylor                       	S	 5	  	  	  	  	  	 	1 	0	5 	3 	3 	0 	 9	 3	 9	 3	488572	      
R3	MEM  	Pau Fanlo                           	S	 6	  	  	  	  	  	 	  	 	2 	2 	4 	3 	 6	 5	 6	 5	564572	      
R3	MEM  	Patrick Sydow                       	S	 7	  	  	  	  	  	 	  	 	  	  	0 	2 	 0	 2	 0	 2	488574	      
R3	MEM  	Antoine Marleau                     	S	 8	  	  	  	  	  	 	  	 	  	  	  	  	 0	 0	 0	 0	      	      
R3	MEM  	Cutting/Stevenson                   	D	 1	 9	 6	  	  	  	 	  	 	  	  	  	  	 9	 6	 9	 6	489076	488571
R3	MEM  	Pallares/Sydow                      	D	 2	  	  	12	3 	  	 	  	 	  	  	  	  	12	 3	12	 3	439402	488574
R3	MEM  	Story/Taylor                        	D	 3	  	  	  	  	10	3	  	 	  	  	  	  	10	 3	10	 3	512927	488572
R3	MEM  	Fanlo/Marleau                       	D	 4	  	  	  	  	  	 	  	 	  	  	  	  	 0	 0	 0	 0	564572	      
R3	MIA  	Adria Soriano Barrera               	S	 1	 9	 6	  	  	  	 	  	 	  	  	  	  	 9	 6	 9	 6	453605	      
R3	MIA  	Bojan Jankulovski                   	S	 2	  	  	5 	4 	2 	0	2 	1	  	  	  	  	 9	 5	 9	 5	418564	      
R3	MIA  	Benjamin Hannestad                  	S	 3	  	  	0 	5 	5 	5	1 	0	  	  	  	  	 6	10	 6	10	514047	      
R3	MIA  	Stefan Milicevic                    	S	 4	  	  	  	  	1 	3	4 	7	  	  	  	  	 5	10	 5	10	564318	      
R3	MIA  	Oren Vasser                         	S	 5	  	  	  	  	  	 	  	 	3 	1 	6 	5 	 9	 6	 9	 6	566361	      
R3	MIA  	Franco Aubone                       	S	 6	  	  	  	  	  	 	  	 	6 	6 	1 	4 	 7	10	 7	10	489589	      
R3	MIA  	Stephen Madonia                     	S	 7	  	  	  	  	  	 	  	 	  	  	1 	0 	 1	 0	 1	 0	489597	      
